"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.0572925625391702 2 74 "GO:0000022;GO:0051231" "spindle elongation" 0.444525272467037
0 0.0126733860604327 2 122 "GO:0000041" "transition metal ion transport" 0.174839360299805
0 0.111332456459958 3 95 "GO:0000070;GO:0000819" "sister chromatid segregation" 0.665561242443683
0 0.743420054626556 2 331 "GO:0000075;GO:1901988;GO:0010948;GO:1901987" "regulation of cell cycle phase transition" 0.99999818396316
0 0.34146999956939 4 166 "GO:0000077;GO:0031570" "DNA integrity checkpoint" 0.99999818396316
0 0.363738035992916 4 184 "GO:0000082;GO:0044843;GO:0051325;GO:0051329" "interphase" 0.99999818396316
0 0.0468359161091903 2 115 "GO:0000084;GO:0051320" "S phase" 0.392148045081018
0 0.959967342294897 6 357 "GO:0000122" "negative regulation of transcription by RNA polymerase II" 0.99999818396316
0 0.192995055863676 5 196 "GO:0000165;GO:0023014" "signal transduction by protein phosphorylation" 0.898453579212177
0 0.641579127875378 6 95 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.99999818396316
0 0.121357217849688 2 106 "GO:0000187" "activation of MAPK activity" 0.673932976282024
0 0.00144257568811155 2 142 "GO:0000209" "protein polyubiquitination" 0.0335782511232774
0 0.930615708113852 3 646 "GO:0000226;GO:0007017" "microtubule-based process" 0.99999818396316
0 0.943912261728118 4 55 "GO:0000236" "mitotic prometaphase" 0.99999818396316
0 0.971201099787923 2 419 "GO:0000280;GO:0048285" "organelle fission" 0.99999818396316
0 0.411461699118101 2 149 "GO:0000302" "response to reactive oxygen species" 0.99999818396316
0 0.694634356309307 8 256 "GO:0000375;GO:0008380;GO:0000377;GO:0000398" "RNA splicing" 0.99999818396316
0 0.397068620698884 3 181 "GO:0000578;GO:0009948;GO:0007351;GO:0008595" "anterior/posterior axis specification" 0.99999818396316
0 0.104419154818109 5 65 "GO:0000723;GO:0032200" "telomere organization" 0.645392968197804
0 0.596080655273706 2 52 "GO:0000724;GO:0000725" "double-strand break repair via homologous recombination" 0.99999818396316
0 0.887388057458867 2 819 "GO:0000904;GO:0048812;GO:0120039;GO:0048667" "cell morphogenesis involved in differentiation" 0.99999818396316
0 0.832010255628518 3 218 "GO:0000910" "cytokinesis" 0.99999818396316
0 0.888925709516641 2 171 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 0.99999818396316
0 0.973690252961456 3 98 "GO:0001101" "response to acid chemical" 0.99999818396316
0 0.110913419275781 2 248 "GO:0001501" "skeletal system development" 0.665561242443683
0 0.504637268262051 2 99 "GO:0001503" "ossification" 0.99999818396316
0 0.964841263146234 3 221 "GO:0001505;GO:0006836" "regulation of neurotransmitter levels" 0.99999818396316
0 0.982144813668469 2 109 "GO:0001508" "action potential" 0.99999818396316
0 0.115866185059161 2 197 "GO:0001525" "angiogenesis" 0.668584740831322
