"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 1 2 9 "GO:0000014" "single-stranded DNA endodeoxyribonuclease activity" 1
0 1 4 14 "GO:0000030" "mannosyltransferase activity" 1
0 1 5 28 "GO:0000049" "tRNA binding" 1
0 1 6 18 "GO:0000062;GO:0120227;GO:1901567" "fatty acid derivative binding" 1
0 1 5 11 "GO:0000099;GO:0015184" "sulfur amino acid transmembrane transporter activity" 1
0 1 8 12 "GO:0000146;GO:0030898" "microfilament motor activity" 1
0 1 3 23 "GO:0000149" "SNARE binding" 1
0 0.390651231271165 2 722 "GO:0000166;GO:1901265;GO:0097367" "carbohydrate derivative binding" 1
0 1 3 18 "GO:0000217" "DNA secondary structure binding" 1
0 1 2 71 "GO:0000287" "magnesium ion binding" 1
0 1 3 7 "GO:0000295;GO:0015216;GO:0005346" "purine nucleotide transmembrane transporter activity" 1
0 1 3 11 "GO:0000339;GO:0000340" "RNA cap binding" 1
0 1 2 6 "GO:0000403" "Y-form DNA binding" 1
0 1 3 10 "GO:0000900" "translation repressor activity, mRNA regulatory element binding" 1
0 1 2 111 "GO:0000976;GO:1990837" "sequence-specific double-stranded DNA binding" 1
0 1 2 69 "GO:0000977" "RNA polymerase II transcription regulatory region sequence-specific DNA binding" 1
0 1 2 41 "GO:0000978;GO:0000987" "cis-regulatory region sequence-specific DNA binding" 1
0 1 3 6 "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" 1
0 1 2 130 "GO:0000981" "DNA-binding transcription factor activity, RNA polymerase II-specific" 1
0 0.164307065955324 -1 272 "GO:0000988;GO:0000989;GO:0003712" "obsolete transcription factor activity, protein binding" 1
0 1 5 6 "GO:0000993;GO:0043175" "RNA polymerase II complex binding" 1
0 1 2 10 "GO:0001046" "core promoter sequence-specific DNA binding" 1
0 1 2 164 "GO:0001067" "regulatory region nucleic acid binding" 1
0 0.0437889134236766 -1 69 "GO:0001076" "obsolete transcription factor activity, RNA polymerase II transcription factor binding" 1
0 1 -1 5 "GO:0001083" "obsolete transcription factor activity, RNA polymerase II basal transcription factor binding" 1
0 1 2 24 "GO:0001085" "RNA polymerase II transcription factor binding" 1
0 1 2 5 "GO:0001091" "RNA polymerase II general transcription initiation factor binding" 1
0 1 4 11 "GO:0001099;GO:0001098" "basal RNA polymerase II transcription machinery binding" 1
0 1 2 8 "GO:0001102" "RNA polymerase II activating transcription factor binding" 1
0 0.0128440177994317 -1 20 "GO:0001190" "obsolete transcriptional activator activity, RNA polymerase II transcription factor binding" 1
0 1 -1 15 "GO:0001191" "obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding" 1
0 1 4 17 "GO:0001227;GO:0001217" "DNA-binding transcription repressor activity" 1
0 1 4 36 "GO:0001228;GO:0001216" "DNA-binding transcription activator activity, RNA polymerase II-specific" 1
0 1 3 12 "GO:0001530" "lipopolysaccharide binding" 1
0 1 2 7 "GO:0001537" "N-acetylgalactosamine 4-O-sulfotransferase activity" 1
0 1 2 9 "GO:0001540" "amyloid-beta binding" 1
0 1 2 7 "GO:0001571" "non-tyrosine kinase fibroblast growth factor receptor activity" 1
0 1 3 38 "GO:0001653;GO:0008188;GO:0008528" "peptide receptor activity" 1
0 1 4 46 "GO:0001664" "G protein-coupled receptor binding" 1
0 1 5 8 "GO:0001727" "lipid kinase activity" 1
0 1 3 7 "GO:0001784" "phosphotyrosine residue binding" 1
0 1 3 17 "GO:0001786" "phosphatidylserine binding" 1
0 1 2 7 "GO:0001846;GO:0001848" "complement binding" 1
0 1 5 11 "GO:0001871;GO:0030247;GO:0086080;GO:0098632;GO:0098631" "cell adhesion mediator activity" 1
0 1 3 496 "GO:0001882;GO:0001883;GO:0032550;GO:0035639;GO:0032549;GO:0032555;GO:0017076;GO:0032553" "purine nucleotide binding" 1
0 1 3 5 "GO:0001965" "G-protein alpha-subunit binding" 1
0 1 2 5 "GO:0001968" "fibronectin binding" 1
0 1 2 7 "GO:0002020" "protease binding" 1
0 1 2 16 "GO:0002039" "p53 binding" 1
0 1 2 5 "GO:0002151" "G-quadruplex RNA binding" 1
0 0.0506875337326151 2 610 "GO:0003677" "DNA binding" 1
0 1 2 49 "GO:0003678" "DNA helicase activity" 1
0 1 4 7 "GO:0003680" "minor groove of adenine-thymine-rich DNA binding" 1
0 1 2 190 "GO:0003682" "chromatin binding" 1
0 1 3 31 "GO:0003684" "damaged DNA binding" 1
0 1 2 7 "GO:0003688" "DNA replication origin binding" 1
0 1 3 176 "GO:0003690" "double-stranded DNA binding" 1
0 1 3 41 "GO:0003697" "single-stranded DNA binding" 1
0 1 2 339 "GO:0003700" "DNA-binding transcription factor activity" 1
0 1 3 6 "GO:0003707" "steroid hormone receptor activity" 1
0 0.0957362858166914 2 154 "GO:0003713" "transcription coactivator activity" 1
0 0.0568258488990308 4 90 "GO:0003714" "transcription corepressor activity" 1
0 1 2 438 "GO:0003723" "RNA binding" 1
0 1 2 69 "GO:0003724;GO:0008186" "RNA helicase activity" 1
0 1 3 27 "GO:0003725" "double-stranded RNA binding" 1
0 1 2 46 "GO:0003727" "single-stranded RNA binding" 1
0 1 2 183 "GO:0003729" "mRNA binding" 1
0 1 3 33 "GO:0003730" "mRNA 3'-UTR binding" 1
0 1 2 109 "GO:0003735" "structural constituent of ribosome" 1
0 1 2 42 "GO:0003743" "translation initiation factor activity" 1
0 1 4 11 "GO:0003746" "translation elongation factor activity" 1
0 1 2 29 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 1
