gene,missing
Amillepora00001,0
Amillepora00002,0
Amillepora00003,0
Amillepora00004,0
Amillepora00005,0
Amillepora00006,0
Amillepora00009,0
Amillepora00015,0
Amillepora00017,0
Amillepora00019,0
Amillepora00020,0
Amillepora00022,0
Amillepora00027,0
Amillepora00028,0
Amillepora00029,0
Amillepora00030,0
Amillepora00031,0
Amillepora00032,0
Amillepora00033,0
Amillepora00034,0
Amillepora00035,0
Amillepora00036,0
Amillepora00037,0
Amillepora00038,0
Amillepora00039,0
Amillepora00043,0
Amillepora00044,0
Amillepora00045,0
Amillepora00046,0
Amillepora00047,0
Amillepora00048,0
Amillepora00049,0
Amillepora00050,0
Amillepora00051,0
Amillepora00052,0
Amillepora00053,0
Amillepora00054,0
Amillepora00055,0
Amillepora00056,0
Amillepora00057,0
Amillepora00058,0
Amillepora00059,0
Amillepora00060,0
Amillepora00063,0
Amillepora00064,0
Amillepora00066,0
Amillepora00067,0
Amillepora00069,0
Amillepora00070,0
Amillepora00071,0
Amillepora00072,0
Amillepora00073,0
Amillepora00074,0
Amillepora00075,0
Amillepora00076,0
Amillepora00077,0
Amillepora00079,0
Amillepora00083,0
Amillepora00085,0
Amillepora00086,0
Amillepora00087,0
Amillepora00088,0
Amillepora00089,0
Amillepora00092,0
Amillepora00093,0
Amillepora00094,0
Amillepora00095,0
Amillepora00096,0
Amillepora00097,0
Amillepora00098,0
Amillepora00099,0
Amillepora00100,0
Amillepora00105,0
Amillepora00108,0
Amillepora00109,0
Amillepora00110,0
Amillepora00114,0
Amillepora00115,0
Amillepora00116,0
Amillepora00118,0
Amillepora00119,0
Amillepora00120,0
Amillepora00122,0
Amillepora00123,0
Amillepora00126,0
Amillepora00128,0
Amillepora00129,0
Amillepora00130,0
Amillepora00132,0
Amillepora00134,0
Amillepora00136,0
Amillepora00137,0
Amillepora00138,0
Amillepora00140,0
Amillepora00141,0
Amillepora00143,0
Amillepora00144,0
Amillepora00145,0
Amillepora00146,0
Amillepora00147,0
Amillepora00148,0
Amillepora00150,0
Amillepora00153,0
Amillepora00155,0
Amillepora00156,0
Amillepora00161,0
Amillepora00162,0
Amillepora00163,0
Amillepora00164,0
Amillepora00165,0
Amillepora00166,0
Amillepora00167,0
Amillepora00168,0
Amillepora00169,0
Amillepora00170,0
Amillepora00171,0
Amillepora00173,0
Amillepora00174,0
Amillepora00175,0
Amillepora00176,0
Amillepora00177,0
Amillepora00178,0
Amillepora00179,0
Amillepora00180,0
Amillepora00184,0
Amillepora00190,0
Amillepora00192,0
Amillepora00193,0
Amillepora00196,0
Amillepora00197,0
Amillepora00198,0
Amillepora00199,0
Amillepora00225,0
Amillepora00226,0
Amillepora00229,0
Amillepora00230,0
Amillepora00231,0
Amillepora00232,0
Amillepora00235,0
Amillepora00240,0
Amillepora00249,0
Amillepora00250,0
Amillepora00251,0
Amillepora00258,0
Amillepora00262,0
Amillepora00263,0
Amillepora00264,0
Amillepora00265,0
Amillepora00266,0
Amillepora00269,0
Amillepora00270,0
Amillepora00271,0
Amillepora00273,0
Amillepora00274,0
Amillepora00276,0
Amillepora00277,0
Amillepora00278,0
Amillepora00283,0
Amillepora00286,0
Amillepora00288,0
Amillepora00289,0
Amillepora00290,0
Amillepora00294,0
Amillepora00299,0
Amillepora00300,0
Amillepora00303,0
Amillepora00305,0
Amillepora00307,0
Amillepora00314,0
Amillepora00316,0
Amillepora00317,0
Amillepora00324,0
Amillepora00327,0
Amillepora00329,0
Amillepora00332,0
Amillepora00334,0
Amillepora00338,0
Amillepora00339,0
