name	term	lev	seq	value
"ESCRT III complex"	GO:0000815	2	Amillepora14157	0
"ESCRT III complex"	GO:0000815	2	Amillepora08773	0
"ESCRT III complex"	GO:0000815	2	Amillepora19692	0
"ESCRT III complex"	GO:0000815	2	Amillepora20282	0
"ESCRT III complex"	GO:0000815	2	Amillepora12036	0
"ESCRT III complex"	GO:0000815	2	Amillepora30459	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16900	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16901	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16903	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16905	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16904	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16908	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16959	0
"external side of plasma membrane"	GO:0009897	2	Amillepora17029	0
"external side of plasma membrane"	GO:0009897	2	Amillepora17141	0
"external side of plasma membrane"	GO:0009897	2	Amillepora26631	0
"external side of plasma membrane"	GO:0009897	2	Amillepora26786	0
"external side of plasma membrane"	GO:0009897	2	Amillepora26783	0
"external side of plasma membrane"	GO:0009897	2	Amillepora26784	0
"external side of plasma membrane"	GO:0009897	2	Amillepora26785	0
"external side of plasma membrane"	GO:0009897	2	Amillepora26798	0
"external side of plasma membrane"	GO:0009897	2	Amillepora26793	0
"external side of plasma membrane"	GO:0009897	2	Amillepora26795	0
"external side of plasma membrane"	GO:0009897	2	Amillepora26794	0
"external side of plasma membrane"	GO:0009897	2	Amillepora26796	0
"external side of plasma membrane"	GO:0009897	2	Amillepora26797	0
"external side of plasma membrane"	GO:0009897	2	Amillepora27267	0
"external side of plasma membrane"	GO:0009897	2	Amillepora13196	0
"external side of plasma membrane"	GO:0009897	2	Amillepora14323	0
"external side of plasma membrane"	GO:0009897	2	Amillepora14493	0
"external side of plasma membrane"	GO:0009897	2	Amillepora14492	0
"external side of plasma membrane"	GO:0009897	2	Amillepora14489	0
"external side of plasma membrane"	GO:0009897	2	Amillepora14494	0
"external side of plasma membrane"	GO:0009897	2	Amillepora14735	0
"external side of plasma membrane"	GO:0009897	2	Amillepora15146	0
"external side of plasma membrane"	GO:0009897	2	Amillepora15189	0
"external side of plasma membrane"	GO:0009897	2	Amillepora15205	0
"external side of plasma membrane"	GO:0009897	2	Amillepora15242	0
"external side of plasma membrane"	GO:0009897	2	Amillepora15767	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16268	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16276	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16283	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16289	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16302	0
"external side of plasma membrane"	GO:0009897	2	Amillepora16304	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25429	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25432	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25431	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25437	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25436	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25440	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25444	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25439	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25451	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25450	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25458	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25505	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25503	0
"external side of plasma membrane"	GO:0009897	2	Amillepora25863	0
"external side of plasma membrane"	GO:0009897	2	Amillepora00093	0
"external side of plasma membrane"	GO:0009897	2	Amillepora00446	0
"external side of plasma membrane"	GO:0009897	2	Amillepora00662	0
"external side of plasma membrane"	GO:0009897	2	Amillepora00831	0
"external side of plasma membrane"	GO:0009897	2	Amillepora01068	0
"external side of plasma membrane"	GO:0009897	2	Amillepora01220	0
"external side of plasma membrane"	GO:0009897	2	Amillepora01407	0
"external side of plasma membrane"	GO:0009897	2	Amillepora02641	0
"external side of plasma membrane"	GO:0009897	2	Amillepora02714	0
"external side of plasma membrane"	GO:0009897	2	Amillepora02712	0
"external side of plasma membrane"	GO:0009897	2	Amillepora02708	0
"external side of plasma membrane"	GO:0009897	2	Amillepora02709	0
"external side of plasma membrane"	GO:0009897	2	Amillepora02710	0
"external side of plasma membrane"	GO:0009897	2	Amillepora02716	0
"external side of plasma membrane"	GO:0009897	2	Amillepora02715	0
"external side of plasma membrane"	GO:0009897	2	Amillepora03010	0
"external side of plasma membrane"	GO:0009897	2	Amillepora03011	0
"external side of plasma membrane"	GO:0009897	2	Amillepora03012	0
"external side of plasma membrane"	GO:0009897	2	Amillepora03763	0
"external side of plasma membrane"	GO:0009897	2	Amillepora03990	0
"external side of plasma membrane"	GO:0009897	2	Amillepora04487	0
"external side of plasma membrane"	GO:0009897	2	Amillepora05876	0
"external side of plasma membrane"	GO:0009897	2	Amillepora06025	0
"external side of plasma membrane"	GO:0009897	2	Amillepora06029	0
"external side of plasma membrane"	GO:0009897	2	Amillepora22342	0
"external side of plasma membrane"	GO:0009897	2	Amillepora22669	0
"external side of plasma membrane"	GO:0009897	2	Amillepora22667	0
"external side of plasma membrane"	GO:0009897	2	Amillepora08714	0
"external side of plasma membrane"	GO:0009897	2	Amillepora09629	0
"external side of plasma membrane"	GO:0009897	2	Amillepora09639	0
"external side of plasma membrane"	GO:0009897	2	Amillepora10410	0
"external side of plasma membrane"	GO:0009897	2	Amillepora10424	0
"external side of plasma membrane"	GO:0009897	2	Amillepora06550	0
"external side of plasma membrane"	GO:0009897	2	Amillepora06547	0
"external side of plasma membrane"	GO:0009897	2	Amillepora06841	0
"external side of plasma membrane"	GO:0009897	2	Amillepora06840	0
"external side of plasma membrane"	GO:0009897	2	Amillepora06933	0
"external side of plasma membrane"	GO:0009897	2	Amillepora07101	0
"external side of plasma membrane"	GO:0009897	2	Amillepora07246	0
"external side of plasma membrane"	GO:0009897	2	Amillepora07248	0
"external side of plasma membrane"	GO:0009897	2	Amillepora07251	0
"external side of plasma membrane"	GO:0009897	2	Amillepora07247	0
"external side of plasma membrane"	GO:0009897	2	Amillepora07302	0
"external side of plasma membrane"	GO:0009897	2	Amillepora07748	0
"external side of plasma membrane"	GO:0009897	2	Amillepora07749	0
"external side of plasma membrane"	GO:0009897	2	Amillepora08250	0
"external side of plasma membrane"	GO:0009897	2	Amillepora08258	0
"external side of plasma membrane"	GO:0009897	2	Amillepora18995	0
"external side of plasma membrane"	GO:0009897	2	Amillepora19140	0
"external side of plasma membrane"	GO:0009897	2	Amillepora19331	0
"external side of plasma membrane"	GO:0009897	2	Amillepora19876	0
"external side of plasma membrane"	GO:0009897	2	Amillepora19875	0
"external side of plasma membrane"	GO:0009897	2	Amillepora20002	0
"external side of plasma membrane"	GO:0009897	2	Amillepora20298	0
"external side of plasma membrane"	GO:0009897	2	Amillepora11194	0
"external side of plasma membrane"	GO:0009897	2	Amillepora11254	0
"external side of plasma membrane"	GO:0009897	2	Amillepora11671	0
"external side of plasma membrane"	GO:0009897	2	Amillepora12424	0
"external side of plasma membrane"	GO:0009897	2	Amillepora12516	0
"external side of plasma membrane"	GO:0009897	2	Amillepora23524	0
"external side of plasma membrane"	GO:0009897	2	Amillepora23558	0
"external side of plasma membrane"	GO:0009897	2	Amillepora23646	0
"external side of plasma membrane"	GO:0009897	2	Amillepora23716	0
"external side of plasma membrane"	GO:0009897	2	Amillepora23748	0
"external side of plasma membrane"	GO:0009897	2	Amillepora24112	0
"external side of plasma membrane"	GO:0009897	2	Amillepora24396	0
"external side of plasma membrane"	GO:0009897	2	Amillepora24451	0
"external side of plasma membrane"	GO:0009897	2	Amillepora24518	0
"external side of plasma membrane"	GO:0009897	2	Amillepora24650	0
"external side of plasma membrane"	GO:0009897	2	Amillepora24652	0
"external side of plasma membrane"	GO:0009897	2	Amillepora24807	0
"external side of plasma membrane"	GO:0009897	2	Amillepora24806	0
"external side of plasma membrane"	GO:0009897	2	Amillepora20441	0
"external side of plasma membrane"	GO:0009897	2	Amillepora20481	0
"external side of plasma membrane"	GO:0009897	2	Amillepora20678	0
"external side of plasma membrane"	GO:0009897	2	Amillepora21109	0
"external side of plasma membrane"	GO:0009897	2	Amillepora33860	0
"external side of plasma membrane"	GO:0009897	2	Amillepora35198	0
"external side of plasma membrane"	GO:0009897	2	Amillepora32897	0
"external side of plasma membrane"	GO:0009897	2	Amillepora34148	0
