chr	start	end	name	NcpgMeasured	Nmcpg	mCpG_per_CpG	fracMeth	mnMeth	medMeth	sdMeth	stdErrMeth	maxMeth	minMeth
chr10	78574	86389	Amillepora16770	874	488	0.5583524027459954	0.44145394006659266	45.81668926908599	40	44.61920681693418	1.5092671843006373	100	0
chr10	56203	78368	Amillepora16769	4133	1686	0.4079361238809581	0.21788368105172906	34.816593275101454	0	44.35038809468942	0.6898659691881424	100	0
chr10	129293	169672	Amillepora16774	8916	2277	0.2553835800807537	0.16441648671486245	20.786199093963624	0	37.5201822503772	0.397356122769122	100	0
chr10	116856	127301	Amillepora16773	2703	501	0.1853496115427303	0.13215232430335552	14.241890684251123	0	31.50695341669415	0.6060150196737734	100	0
chr10	90029	110622	Amillepora16771	4449	1784	0.4009889862890537	0.27816494933515756	30.34720835045181	0	40.930692149339514	0.6136459692285696	100	0
chr10	201101	205740	Amillepora16778	2763	96	0.03474484256243214	0.016565612819402338	1.5495273357279673	0	6.954872839110243	0.1323118529215114	100	0
chr10	171170	197798	Amillepora16777	11406	1450	0.12712607399614237	0.08999682647377463	8.874873967493619	0	24.741714792998646	0.23166643346189586	100	0
chr10	207171	226252	Amillepora16779	4876	1001	0.20529122231337163	0.12621394144306164	16.168525699391765	0	33.552076863812275	0.48049354707935765	100	0
chr10	270177	271009	Amillepora16782	305	21	0.06885245901639345	0.023001725129384705	3.258581668265472	0	12.590303934672885	0.7209187061499062	100	0
chr10	269654	270159	Amillepora16781	97	3	0.030927835051546393	0.02	0.9049255441008017	0	4.255473046134706	0.4320778238222358	25	0
chr10	268976	269380	Amillepora16780	196	6	0.030612244897959183	0.017258883248730966	1.7835258259849152	0	10.528042253225204	0.7520030180875187	100	0
chr10	271174	271481	Amillepora16783	239	10	0.04184100418410042	0.017391304347826087	1.936245440619382	0	7.958308361668764	0.5147801739858474	50	0
chr10	355437	358209	Amillepora16793	1422	43	0.030239099859353025	0.013440860215053764	1.5833127337513468	0	8.355770338687282	0.22158313192807322	100	0
chr10	290446	301430	Amillepora16784	5078	189	0.03721937770775896	0.017031546285123253	1.9428589978385398	0	9.473441799057236	0.13294176582124606	100	0
chr10	374803	377778	Amillepora16795	940	416	0.4425531914893617	0.26181194448775924	34.78800467649433	0	42.42683579676166	1.3838108020528141	100	0
chr10	308237	314231	Amillepora16787	3215	119	0.03701399688958009	0.01736983842010772	1.796234217540562	0	7.963130872367941	0.1404408226359456	100	0
chr10	361003	374285	Amillepora16794	5184	468	0.09027777777777778	0.04670950327142564	5.543727659257971	0	18.737795024485887	0.2602471531178595	100	0
chr10	340754	348300	Amillepora16792	3681	167	0.04536810649280087	0.02223568091365288	2.12355472380488	0	9.03118413576529	0.14885443835509202	100	0
chr10	334969	340469	Amillepora16791	2210	112	0.05067873303167421	0.023080509791731426	2.255007259269433	0	9.184395881227779	0.1953684623084199	100	0
chr10	323999	326833	Amillepora16790	924	23	0.024891774891774892	0.013692271988860524	1.4907045010001265	0	9.057712851407857	0.29797687615213453	100	0
chr10	315180	319549	Amillepora16788	1438	71	0.04937413073713491	0.022577610536218252	2.2997000600196533	0	10.265702188850971	0.2707130663209635	100	0
chr10	319560	321966	Amillepora16789	710	24	0.03380281690140845	0.015852390852390853	1.4329081013683516	0	6.819360620865566	0.25592604366758304	100	0
chr10	301858	307307	Amillepora16785	1986	135	0.06797583081570997	0.02766798418972332	3.4870277705437602	0	13.886617892149914	0.31160675478668914	100	0
