chr	start	end	name	NcpgMeasured	Nmcpg	mCpG_per_CpG	fracMeth	mnMeth	medMeth	sdMeth	stdErrMeth	maxMeth	minMeth
chr10	78574	86389	Amillepora16770	659	362	0.5493171471927162	0.44611948632049137	46.756224561834664	42.8571428571429	45.650896992432315	1.7783064679921439	100	0
chr10	56203	78368	Amillepora16769	3437	1296	0.3770730288041897	0.22069014788883332	33.0965936634722	0	44.4733073927205	0.7585944520984721	100	0
chr10	129293	169672	Amillepora16774	7566	1771	0.23407348665080624	0.16597790968517545	20.06599558970429	0	37.88447678818106	0.43554007866800615	100	0
chr10	116856	127301	Amillepora16773	2335	409	0.17516059957173447	0.12884238064094178	14.155723648229001	0	32.46792582275446	0.6719099967870577	100	0
chr10	90029	110622	Amillepora16771	3600	1354	0.3761111111111111	0.27465883572292277	30.175061925542447	0	42.048537758589056	0.7008089626431648	100	0
chr10	201101	205740	Amillepora16778	2429	76	0.03128859613009469	0.015835651615664456	1.4589424001733595	0	8.227792766961523	0.16694352801574067	100	0
chr10	171170	197798	Amillepora16777	10139	1235	0.12180688430811717	0.09070670915360775	9.052762672426429	0	25.629609305066726	0.2545331923027903	100	0
chr10	207171	226252	Amillepora16779	4123	789	0.19136551055056997	0.13010590015128592	16.038708845524273	0	34.35808949099734	0.5350844610152076	100	0
chr10	270177	271009	Amillepora16782	218	18	0.08256880733944955	0.026829268292682926	6.392364007042906	0	22.686142414988897	1.5364994434704875	100	0
chr10	269654	270159	Amillepora16781	63	2	0.031746031746031744	0.015384615384615385	1.1111111111111112	0	6.746829867548815	0.8500206651236673	50	0
chr10	268976	269380	Amillepora16780	168	6	0.03571428571428571	0.021400778210116732	2.222930839002267	0	11.898091209375782	0.9179576658805979	100	0
chr10	271174	271481	Amillepora16783	202	6	0.0297029702970297	0.011532125205930808	1.8976897689768975	0	11.541090823192649	0.8120283166707655	100	0
chr10	355437	358209	Amillepora16793	1235	37	0.029959514170040485	0.012952302631578948	1.5289503568855796	0	9.424079445078325	0.2681670779383594	100	0
chr10	290446	301430	Amillepora16784	4252	149	0.03504233301975541	0.01746605717404653	2.008950029673841	0	10.91944844644799	0.16745729603667275	100	0
chr10	374803	377778	Amillepora16795	802	331	0.41271820448877805	0.2649390243902439	32.82244044401151	0	42.59215555071131	1.5039812976598814	100	0
chr10	308237	314231	Amillepora16787	2842	92	0.03237156931738212	0.015401540154015401	1.6263667471650665	0	8.89664156766372	0.16688375266877584	100	0
chr10	361003	374285	Amillepora16794	4409	358	0.08119755046495804	0.04638196915776987	5.49072696204899	0	19.45746862224766	0.2930328367401317	100	0
chr10	340754	348300	Amillepora16792	3181	137	0.04306821754165357	0.022692109334708613	2.249210611083496	0	10.691569870965685	0.18956564981055368	100	0
chr10	334969	340469	Amillepora16791	1909	86	0.045049764274489264	0.023186119873817034	2.442794531584474	0	11.752085731644023	0.26897504372260367	100	0
chr10	323999	326833	Amillepora16790	710	17	0.023943661971830985	0.015426497277676952	1.504085116761173	0	9.658916934352689	0.3624926931652608	100	0
chr10	315180	319549	Amillepora16788	1127	48	0.04259094942324756	0.021633839199225055	2.455617807214968	0	12.515927400395597	0.3728216097534804	100	0
chr10	319560	321966	Amillepora16789	588	23	0.0391156462585034	0.01751505199781062	2.0736722649987955	0	11.127547390316035	0.4588923200870919	100	0
chr10	301858	307307	Amillepora16785	1749	93	0.05317324185248713	0.027243811367722307	2.938586478537985	0	13.120608342658553	0.31373217983505813	100	0
chr10	379820	394573	Amillepora16796	4009	689	0.1718633075579945	0.12563800549666274	13.435181126625377	0	31.519404127324705	0.4978058207837401	100	0
chr10	427276	433019	Amillepora16800	310	143	0.4612903225806452	0.42913385826771655	36.65088616843835	0	43.56708302704396	2.4744440388834024	100	0
chr10	407702	418133	Amillepora16798	2089	808	0.38678793681187174	0.2767376250320595	32.8489869916953	0	43.50424447729421	0.9518366231532608	100	0
