chr	start	end	name	NcpgMeasured	Nmcpg	mCpG_per_CpG	fracMeth	mnMeth	medMeth	sdMeth	stdErrMeth	maxMeth	minMeth
chr10	78574	86389	Amillepora16770	179	78	0.43575418994413406	0.4225352112676056	41.71322160148976	0	48.61933661488337	3.633979837228296	100	0
chr10	56203	78368	Amillepora16769	1119	314	0.2806076854334227	0.23030303030303031	26.696455168305036	0	43.58818123272888	1.3030278697294073	100	0
chr10	129293	169672	Amillepora16774	2491	484	0.19429947812123646	0.1790953545232274	18.463133948882643	0	38.24842017264605	0.7663490755140435	100	0
chr10	116856	127301	Amillepora16773	837	105	0.12544802867383512	0.11665098777046096	12.037037037037036	0	32.21131275107562	1.113385844890659	100	0
chr10	90029	110622	Amillepora16771	1153	374	0.32437120555073723	0.3059958649207443	30.294882914137034	0	44.813245941286695	1.3197502364937381	100	0
chr10	201101	205740	Amillepora16778	824	20	0.024271844660194174	0.018484288354898338	1.7738673139158576	0	12.232777686906623	0.4261490035478847	100	0
chr10	171170	197798	Amillepora16777	4038	404	0.10004952947003468	0.08986784140969163	8.780749545979859	0	27.315220940559996	0.42985458194892057	100	0
chr10	207171	226252	Amillepora16779	1388	208	0.14985590778097982	0.13168044077134985	14.000960614793467	0	34.04813024695352	0.9138996995779682	100	0
chr10	270177	271009	Amillepora16782	80	2	0.025	0.02	1.6666666666666663	0	11.740274126621292	1.3126025510803612	100	0
chr10	269654	270159	Amillepora16781	21	0	0	0	0	0	0	0	0	0
chr10	268976	269380	Amillepora16780	46	1	0.021739130434782608	0.0196078431372549	2.1739130434782608	0	14.744195615489714	2.1739130434782608	100	0
chr10	271174	271481	Amillepora16783	39	1	0.02564102564102564	0.018518518518518517	1.2820512820512822	0	8.006407690254353	1.282051282051282	50	0
chr10	355437	358209	Amillepora16793	435	6	0.013793103448275862	0.01001669449081803	1.3793103448275863	0	11.676556310197517	0.5598480238467335	100	0
