chr	start	end	name	nM	nU	NcpgMeasured	Nmcpg	mCpG_per_CpG	fracMeth	mnMeth	medMeth	sdMeth	stdErrMeth	maxMeth	minMeth
chr10	307737	308006	SINE_367	48	874	106	15	0.14150943396226415	0.052060737527114966	4.994276441914079	0	11.008693440333618	1.0692588301621182	66.6666666666667	0
chr10	307737	308006	SINE_368	48	874	106	15	0.14150943396226415	0.052060737527114966	4.994276441914079	0	11.008693440333618	1.0692588301621182	66.6666666666667	0
chr10	350672	350874	SINE_369	14	848	80	3	0.0375	0.016241299303944315	1.5455036181139128	0	4.128766877371781	0.4616101700526423	20	0
chr10	350672	350874	SINE_370	14	848	80	3	0.0375	0.016241299303944315	1.5455036181139128	0	4.128766877371781	0.4616101700526423	20	0
chr10	481121	481268	SINE_371	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	481121	481268	SINE_372	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	620905	621155	SINE_373	24	925	120	7	0.058333333333333334	0.02528977871443625	2.7633419820919816	0	7.552299174215897	0.6894274364576133	50	0
chr10	620905	621155	SINE_374	24	925	120	7	0.058333333333333334	0.02528977871443625	2.7633419820919816	0	7.552299174215897	0.6894274364576133	50	0
chr10	733042	733271	SINE_375	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	733042	733271	SINE_376	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	1341412	1341504	SINE_377	3	154	34	1	0.029411764705882353	0.01910828025477707	0.9209744503862144	0	4.073689395829965	0.6986319676948803	22.2222222222222	0
chr10	1341412	1341504	SINE_378	3	154	34	1	0.029411764705882353	0.01910828025477707	0.9209744503862144	0	4.073689395829965	0.6986319676948803	22.2222222222222	0
chr10	1652840	1652973	SINE_379	18	588	69	4	0.057971014492753624	0.0297029702970297	2.4190364551617747	0	6.634595561538931	0.798711446554922	42.8571428571429	0
chr10	1652840	1652973	SINE_380	18	588	69	4	0.057971014492753624	0.0297029702970297	2.4190364551617747	0	6.634595561538931	0.798711446554922	42.8571428571429	0
chr10	1674664	1674778	SINE_381	8	222	38	2	0.05263157894736842	0.034782608695652174	3.035648561964352	0	6.4458311014083876	1.045651881639337	25	0
chr10	1674664	1674778	SINE_382	8	222	38	2	0.05263157894736842	0.034782608695652174	3.035648561964352	0	6.4458311014083876	1.045651881639337	25	0
chr10	1712401	1712515	SINE_383	0	3	3	0	0	0	0	0	0	0	0	0
chr10	1712401	1712515	SINE_384	0	3	3	0	0	0	0	0	0	0	0	0
chr10	2506443	2506672	SINE_385	24	398	106	11	0.10377358490566038	0.05687203791469194	5.6744879858087405	0	19.262806944751304	1.870969205475424	100	0
chr10	2506443	2506672	SINE_386	24	398	106	11	0.10377358490566038	0.05687203791469194	5.6744879858087405	0	19.262806944751304	1.870969205475424	100	0
chr10	2577663	2577819	SINE_387	4	306	53	1	0.018867924528301886	0.012903225806451613	2.419954259576901	0	13.848744462506662	1.9022713493511993	100	0
chr10	2577663	2577819	SINE_388	4	306	53	1	0.018867924528301886	0.012903225806451613	2.419954259576901	0	13.848744462506662	1.9022713493511993	100	0
chr10	2861873	2861980	SINE_389	0	57	22	0	0	0	0	0	0	0	0	0
chr10	2861873	2861980	SINE_390	0	57	22	0	0	0	0	0	0	0	0	0
chr10	3005791	3005930	SINE_391	17	789	124	3	0.024193548387096774	0.02109181141439206	2.045646215475437	0	9.581377965111129	0.8604331416282351	100	0
chr10	3005791	3005930	SINE_392	17	789	124	3	0.024193548387096774	0.02109181141439206	2.045646215475437	0	9.581377965111129	0.8604331416282351	100	0
chr10	3006703	3006893	SINE_393	18	1002	142	6	0.04225352112676056	0.01764705882352941	1.464779969227708	0	4.867387909241501	0.4084621197034163	33.3333333333333	0
chr10	3006703	3006893	SINE_394	18	1002	142	6	0.04225352112676056	0.01764705882352941	1.464779969227708	0	4.867387909241501	0.4084621197034163	33.3333333333333	0
chr10	3090876	3091103	SINE_395	263	331	61	45	0.7377049180327869	0.44276094276094274	40.0995790856803	40	29.544723799981607	3.782814253828819	100	0
chr10	3090876	3091103	SINE_396	263	331	61	45	0.7377049180327869	0.44276094276094274	40.0995790856803	40	29.544723799981607	3.782814253828819	100	0
chr10	3116393	3116555	SINE_397	116	15	17	14	0.8235294117647058	0.8854961832061069	75.68627450980392	100	38.01639277050159	9.220329582220335	100	0
chr10	3116393	3116555	SINE_398	116	15	17	14	0.8235294117647058	0.8854961832061069	75.68627450980392	100	38.01639277050159	9.220329582220335	100	0
chr10	4031816	4031976	SINE_399	68	29	28	22	0.7857142857142857	0.7010309278350515	64.78174603174604	100	42.10709322225496	7.957492649850001	100	0
chr10	4031816	4031976	SINE_400	68	29	28	22	0.7857142857142857	0.7010309278350515	64.78174603174604	100	42.10709322225496	7.957492649850001	100	0
chr10	4152351	4152487	SINE_401	7	122	49	6	0.12244897959183673	0.05426356589147287	5.461613216715257	0	14.615603118074437	2.0879433025820626	50	0
chr10	4152351	4152487	SINE_402	7	122	49	6	0.12244897959183673	0.05426356589147287	5.461613216715257	0	14.615603118074437	2.0879433025820626	50	0
chr10	4694389	4694534	SINE_403	15	305	44	7	0.1590909090909091	0.046875	6.911157024793388	0	19.232980761351204	2.8994809447966294	100	0
chr10	4694389	4694534	SINE_404	15	305	44	7	0.1590909090909091	0.046875	6.911157024793388	0	19.232980761351204	2.8994809447966294	100	0
chr10	4709217	4709485	SINE_405	220	58	67	57	0.8507462686567164	0.7913669064748201	75.85021321961621	100	36.209330284587935	4.423673761382043	100	0
chr10	4709217	4709485	SINE_406	220	58	67	57	0.8507462686567164	0.7913669064748201	75.85021321961621	100	36.209330284587935	4.423673761382043	100	0
chr10	4785632	4785761	SINE_407	1	171	30	1	0.03333333333333333	0.005813953488372093	3.3333333333333335	0	18.257418583505544	3.333333333333333	100	0
chr10	4785632	4785761	SINE_408	1	171	30	1	0.03333333333333333	0.005813953488372093	3.3333333333333335	0	18.257418583505544	3.333333333333333	100	0
chr10	4805931	4806022	SINE_409	75	496	94	35	0.3723404255319149	0.13134851138353765	19.436845660249915	0	30.041557666798735	3.0985500848244967	100	0
chr10	4805931	4806022	SINE_410	75	496	94	35	0.3723404255319149	0.13134851138353765	19.436845660249915	0	30.041557666798735	3.0985500848244967	100	0
chr10	5864604	5864864	SINE_411	19	195	57	13	0.22807017543859648	0.08878504672897196	11.553884711779448	0	23.459075034110374	3.1072303949495943	100	0
chr10	5864604	5864864	SINE_412	19	195	57	13	0.22807017543859648	0.08878504672897196	11.553884711779448	0	23.459075034110374	3.1072303949495943	100	0
chr10	8403268	8403358	SINE_413	1	80	26	1	0.038461538461538464	0.012345679012345678	1.2820512820512808	0	6.537204504606129	1.2820512820512808	33.3333333333333	0
chr10	8403268	8403358	SINE_414	1	80	26	1	0.038461538461538464	0.012345679012345678	1.2820512820512808	0	6.537204504606129	1.2820512820512808	33.3333333333333	0
chr10	8879849	8879954	SINE_415	3	68	15	0	0	0.04225352112676056	2.3148148148148135	0	4.8016966186340335	1.2397927358340048	12.5	0
chr10	8879849	8879954	SINE_416	3	68	15	0	0	0.04225352112676056	2.3148148148148135	0	4.8016966186340335	1.2397927358340048	12.5	0
chr10	9728878	9729046	SINE_417	1	2	2	1	0.5	0.3333333333333333	50	50	70.71067811865476	50	100	0
chr10	9728878	9729046	SINE_418	1	2	2	1	0.5	0.3333333333333333	50	50	70.71067811865476	50	100	0
chr10	10507623	10507812	SINE_419	293	151	72	58	0.8055555555555556	0.6599099099099099	62.258243980057706	69.90950226244345	36.26398221557614	4.273751289577042	100	0
chr10	10507623	10507812	SINE_420	293	151	72	58	0.8055555555555556	0.6599099099099099	62.258243980057706	69.90950226244345	36.26398221557614	4.273751289577042	100	0
chr10	10739330	10739551	SINE_421	24	1675	166	2	0.012048192771084338	0.014125956444967627	1.169539661359264	0	3.4320927262546532	0.2663820573755431	20	0
chr10	10739330	10739551	SINE_422	24	1675	166	2	0.012048192771084338	0.014125956444967627	1.169539661359264	0	3.4320927262546532	0.2663820573755431	20	0
