chr	start	end	name	nM	nU	NcpgMeasured	Nmcpg	mCpG_per_CpG	fracMeth	mnMeth	medMeth	sdMeth	stdErrMeth	maxMeth	minMeth
chr10	280528	282145	DNA_2177	97	86	72	34	0.4722222222222222	0.5300546448087432	36.81712962962963	0	42.40636933002899	4.997638553127458	100	0
chr10	280528	282145	DNA_2178	97	86	72	34	0.4722222222222222	0.5300546448087432	36.81712962962963	0	42.40636933002899	4.997638553127458	100	0
chr10	328508	328588	DNA_2179	4	712	52	0	0	0.00558659217877095	0.4975579975579973	0	1.9241232109253186	0.26682788066544794	11.1111111111111	0
chr10	328508	328588	DNA_2180	4	712	52	0	0	0.00558659217877095	0.4975579975579973	0	1.9241232109253186	0.26682788066544794	11.1111111111111	0
chr10	329407	329716	DNA_2181	13	890	166	6	0.03614457831325301	0.014396456256921373	2.162817938420348	0	10.782485740894154	0.8368831976216048	100	0
chr10	329407	329716	DNA_2182	13	890	166	6	0.03614457831325301	0.014396456256921373	2.162817938420348	0	10.782485740894154	0.8368831976216048	100	0
chr10	716698	717530	DNA_2183	157	222	117	58	0.49572649572649574	0.41424802110817943	46.64428164428164	14.2857142857143	48.295229778462655	4.464895572475961	100	0
chr10	716698	717530	DNA_2184	157	222	117	58	0.49572649572649574	0.41424802110817943	46.64428164428164	14.2857142857143	48.295229778462655	4.464895572475961	100	0
chr10	824221	825775	DNA_2185	1042	682	452	297	0.6570796460176991	0.6044083526682135	51.820402632967706	50	42.46500167506059	1.9973856625836943	100	0
chr10	824221	825775	DNA_2186	1042	682	452	297	0.6570796460176991	0.6044083526682135	51.820402632967706	50	42.46500167506059	1.9973856625836943	100	0
chr10	826949	827777	DNA_2187	138	183	151	83	0.5496688741721855	0.42990654205607476	45.496688741721854	33.3333333333333	45.40049954937548	3.6946402555726987	100	0
chr10	826949	827777	DNA_2188	138	183	151	83	0.5496688741721855	0.42990654205607476	45.496688741721854	33.3333333333333	45.40049954937548	3.6946402555726987	100	0
chr10	906485	908639	DNA_2189	11	367	129	8	0.06201550387596899	0.0291005291005291	3.0527396806466567	0	12.806961593727152	1.1275900942474546	100	0
chr10	906485	908639	DNA_2190	11	367	129	8	0.06201550387596899	0.0291005291005291	3.0527396806466567	0	12.806961593727152	1.1275900942474546	100	0
chr10	946312	947045	DNA_2191	206	111	131	105	0.8015267175572519	0.6498422712933754	65.9532897128317	80	39.51840183032551	3.45273879919164	100	0
chr10	946312	947045	DNA_2192	206	111	131	105	0.8015267175572519	0.6498422712933754	65.9532897128317	80	39.51840183032551	3.45273879919164	100	0
chr10	992260	993541	DNA_2193	91	2056	336	40	0.11904761904761904	0.0423847228691197	4.291469350249012	0	11.908695260371507	0.6496725887954057	100	0
chr10	992260	993541	DNA_2194	91	2056	336	40	0.11904761904761904	0.0423847228691197	4.291469350249012	0	11.908695260371507	0.6496725887954057	100	0
chr10	1247292	1247450	DNA_2195	16	57	40	11	0.275	0.2191780821917808	20.166666666666664	0	36.26980252908163	5.7347593138216695	100	0
chr10	1247292	1247450	DNA_2196	16	57	40	11	0.275	0.2191780821917808	20.166666666666664	0	36.26980252908163	5.7347593138216695	100	0
chr10	1266734	1266797	DNA_2197	0	6	6	0	0	0	0	0	0	0	0	0
chr10	1266734	1266797	DNA_2198	0	6	6	0	0	0	0	0	0	0	0	0
