chr	start	end	name	nM	nU	NcpgMeasured	Nmcpg	mCpG_per_CpG	fracMeth	mnMeth	medMeth	sdMeth	stdErrMeth	maxMeth	minMeth
chr10	154186	154225	Low_complexity_1951	2	25	12	1	0.08333333333333333	0.07407407407407407	3.0555555555555585	0	7.171539334827392	2.0702450827332926	20	0
chr10	154186	154225	Low_complexity_1952	2	25	12	1	0.08333333333333333	0.07407407407407407	3.0555555555555585	0	7.171539334827392	2.0702450827332926	20	0
chr10	207080	207108	Low_complexity_1955	0	2	2	0	0	0	0	0	0	0	0	0
chr10	207080	207108	Low_complexity_1956	0	2	2	0	0	0	0	0	0	0	0	0
chr10	258524	258596	Low_complexity_1965	1	6	3	1	0.3333333333333333	0.14285714285714285	6.666666666666667	0	11.547005383792515	6.666666666666668	20	0
chr10	258524	258596	Low_complexity_1966	1	6	3	1	0.3333333333333333	0.14285714285714285	6.666666666666667	0	11.547005383792515	6.666666666666668	20	0
chr10	470910	470949	Low_complexity_1979	0	79	26	0	0	0	0	0	0	0	0	0
chr10	470910	470949	Low_complexity_1980	0	79	26	0	0	0	0	0	0	0	0	0
chr10	610368	610401	Low_complexity_1985	1	67	21	1	0.047619047619047616	0.014705882352941176	2.380952380952381	0	10.91089451179962	2.380952380952381	50	0
chr10	610368	610401	Low_complexity_1986	1	67	21	1	0.047619047619047616	0.014705882352941176	2.380952380952381	0	10.91089451179962	2.380952380952381	50	0
chr10	782401	782441	Low_complexity_1991	2	62	15	0	0	0.03125	1.7857142857142867	0	4.724555912615344	1.219875091185667	14.2857142857143	0
chr10	782401	782441	Low_complexity_1992	2	62	15	0	0	0.03125	1.7857142857142867	0	4.724555912615344	1.219875091185667	14.2857142857143	0
chr10	880242	880271	Low_complexity_2009	0	80	16	0	0	0	0	0	0	0	0	0
chr10	880242	880271	Low_complexity_2010	0	80	16	0	0	0	0	0	0	0	0	0
chr10	887458	887484	Low_complexity_2011	0	63	14	0	0	0	0	0	0	0	0	0
chr10	887458	887484	Low_complexity_2012	0	63	14	0	0	0	0	0	0	0	0	0
