chr	start	end	name	nM	nU	NcpgMeasured	Nmcpg	mCpG_per_CpG	fracMeth	mnMeth	medMeth	sdMeth	stdErrMeth	maxMeth	minMeth
chr10	73754	73951	LTR_1361	121	70	44	29	0.6590909090909091	0.6335078534031413	56.564330277565574	87.86764705882355	46.35894716564024	6.988874246560846	100	0
chr10	73754	73951	LTR_1362	121	70	44	29	0.6590909090909091	0.6335078534031413	56.564330277565574	87.86764705882355	46.35894716564024	6.988874246560846	100	0
chr10	87286	87934	LTR_1363	18	847	225	7	0.03111111111111111	0.020809248554913295	1.8050061050061053	0	10.42539548222625	0.6950263654817531	100	0
chr10	87286	87934	LTR_1364	18	847	225	7	0.03111111111111111	0.020809248554913295	1.8050061050061053	0	10.42539548222625	0.6950263654817531	100	0
chr10	136892	140737	LTR_1365	10	5	11	7	0.6363636363636364	0.6666666666666666	61.81818181818182	100	49.35953440181173	14.882459585222636	100	0
chr10	136892	140737	LTR_1366	10	5	11	7	0.6363636363636364	0.6666666666666666	61.81818181818182	100	49.35953440181173	14.882459585222636	100	0
chr10	283311	287133	LTR_1367	176	344	183	101	0.5519125683060109	0.3384615384615385	44.731865423765136	50	44.59186962641891	3.296325853948198	100	0
chr10	283311	287133	LTR_1368	176	344	183	101	0.5519125683060109	0.3384615384615385	44.731865423765136	50	44.59186962641891	3.296325853948198	100	0
chr10	513989	519798	LTR_1369	177	403	205	87	0.424390243902439	0.30517241379310345	26.30418525989771	0	35.4892914603752	2.478679633132265	100	0
chr10	513989	519798	LTR_1370	177	403	205	87	0.424390243902439	0.30517241379310345	26.30418525989771	0	35.4892914603752	2.478679633132265	100	0
chr10	947893	949326	LTR_1371	1643	699	382	344	0.900523560209424	0.701537147736977	68.78881159306343	75	31.719759129944435	1.622924062042417	100	0
chr10	947893	949326	LTR_1372	1643	699	382	344	0.900523560209424	0.701537147736977	68.78881159306343	75	31.719759129944435	1.622924062042417	100	0
chr10	949446	949993	LTR_1373	192	134	47	35	0.7446808510638298	0.588957055214724	59.93818823746035	75	39.34237520057901	5.7386752241394365	100	0
chr10	949446	949993	LTR_1374	192	134	47	35	0.7446808510638298	0.588957055214724	59.93818823746035	75	39.34237520057901	5.7386752241394365	100	0
chr10	996685	997791	LTR_1375	56	2234	554	35	0.0631768953068592	0.02445414847161572	3.434846841886553	0	14.31072386139558	0.6080043959992094	100	0
chr10	996685	997791	LTR_1376	56	2234	554	35	0.0631768953068592	0.02445414847161572	3.434846841886553	0	14.31072386139558	0.6080043959992094	100	0
chr10	1847787	1849267	LTR_1377	45	2030	558	22	0.03942652329749104	0.021686746987951807	1.9984406274728854	0	9.52137615653402	0.4030719936988012	100	0
chr10	1847787	1849267	LTR_1378	45	2030	558	22	0.03942652329749104	0.021686746987951807	1.9984406274728854	0	9.52137615653402	0.4030719936988012	100	0
chr10	1858401	1858459	LTR_1379	9	228	59	7	0.11864406779661017	0.0379746835443038	2.772397094430993	0	7.852882697365503	1.0223582464301686	33.3333333333333	0
chr10	1858401	1858459	LTR_1380	9	228	59	7	0.11864406779661017	0.0379746835443038	2.772397094430993	0	7.852882697365503	1.0223582464301686	33.3333333333333	0
chr10	1926455	1928209	LTR_1381	1336	1076	428	332	0.7757009345794392	0.5538971807628524	56.776300551610085	60	38.18088540359772	1.8455427551864434	100	0
