"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-111 0.566788774101671 5 55 "GO:0000123;GO:0031248;GO:1902493" "protein acetyltransferase complex" 0.981251236808661
45 0.575926682784971 3 340 "GO:0000139" "Golgi membrane" 0.981251236808661
65 0.6677845206343 3 91 "GO:0000151" "ubiquitin ligase complex" 0.981251236808661
-117 0.212867188198776 3 241 "GO:0000228;GO:0044454" "nuclear chromosome" 0.981251236808661
-85 0.326984997336857 3 285 "GO:0000323;GO:0005773;GO:0005764" "vacuole" 0.981251236808661
153 0.339759572062788 2 80 "GO:0000428;GO:0030880;GO:0016591;GO:0055029" "RNA polymerase complex" 0.981251236808661
-40 0.792006743501438 3 91 "GO:0000775" "chromosome, centromeric region" 0.981251236808661
-2 0.993089276477358 2 66 "GO:0000776" "kinetochore" 0.993089276477358
107 0.587952388842123 2 53 "GO:0000779" "condensed chromosome, centromeric region" 0.981251236808661
-177 0.0795020865046895 2 207 "GO:0000785" "chromatin" 0.981251236808661
-205 0.126825027142008 3 115 "GO:0000790" "nuclear chromatin" 0.981251236808661
-52 0.684589616769953 2 128 "GO:0000793" "condensed chromosome" 0.981251236808661
-2 0.989624492871804 5 67 "GO:0000794" "condensed nuclear chromosome" 0.993089276477358
-59 0.712144588126608 4 81 "GO:0000922" "spindle pole" 0.981251236808661
21 0.904991387917603 4 64 "GO:0001726" "ruffle" 0.993089276477358
78 0.640702235244642 3 74 "GO:0005604;GO:0062023" "collagen-containing extracellular matrix" 0.981251236808661
61 0.480636591094003 2 291 "GO:0005615" "extracellular space" 0.981251236808661
135 0.152399714802752 2 239 "GO:0005635" "nuclear envelope" 0.981251236808661
46 0.692711522698303 2 154 "GO:0005667" "transcription factor complex" 0.981251236808661
-9 0.943043556381621 2 143 "GO:0005681" "spliceosomal complex" 0.993089276477358
-141 0.394232382769179 5 75 "GO:0005700" "polytene chromosome" 0.981251236808661
-29 0.697181107371829 2 397 "GO:0005730" "nucleolus" 0.981251236808661
-81 0.336084430093224 3 307 "GO:0005740;GO:0031966" "mitochondrial envelope" 0.981251236808661
4 0.981708719599749 4 75 "GO:0005741;GO:0031968;GO:0019867" "outer membrane" 0.993089276477358
-63 0.511761184879972 4 228 "GO:0005743;GO:0019866" "organelle inner membrane" 0.981251236808661
79 0.459901073385652 2 185 "GO:0005759" "mitochondrial matrix" 0.981251236808661
-28 0.838100964882865 2 110 "GO:0005765;GO:0098852" "lytic vacuole membrane" 0.993089276477358
-76 0.314609360099828 2 388 "GO:0005768" "endosome" 0.981251236808661
38 0.762479910606237 2 133 "GO:0005769" "early endosome" 0.981251236808661
-137 0.326167974227562 5 106 "GO:0005770" "late endosome" 0.981251236808661
-114 0.279711877304718 2 189 "GO:0005774;GO:0044437" "vacuolar part" 0.981251236808661
-34 0.844409464911852 2 69 "GO:0005775;GO:0043202" "vacuolar lumen" 0.993089276477358
-196 0.215763065818178 2 82 "GO:0005777;GO:0042579" "peroxisome" 0.981251236808661
161 0.286874409688347 3 90 "GO:0005788" "endoplasmic reticulum lumen" 0.981251236808661
50 0.462835506309768 2 484 "GO:0005789;GO:0044432;GO:0042175" "endoplasmic reticulum part" 0.981251236808661
-25 0.662770299563452 2 692 "GO:0005794" "Golgi apparatus" 0.981251236808661
-34 0.790782473271786 5 127 "GO:0005795" "Golgi stack" 0.981251236808661
96 0.598045362244828 2 62 "GO:0005798" "Golgi-associated vesicle" 0.981251236808661
41 0.764441461768241 2 111 "GO:0005802" "trans-Golgi network" 0.981251236808661
18 0.877104857839493 2 158 "GO:0005811" "lipid droplet" 0.993089276477358
-39 0.638479440389223 4 322 "GO:0005815;GO:0005813" "microtubule organizing center" 0.981251236808661
-37 0.714110886327039 3 203 "GO:0005819" "spindle" 0.981251236808661
-3 0.982874523393332 2 87 "GO:0005840;GO:0044391" "ribosome" 0.993089276477358
68 0.617616370792861 5 112 "GO:0005874" "microtubule" 0.981251236808661
-33 0.707317209960968 2 277 "GO:0005875" "microtubule associated complex" 0.981251236808661
184 0.364211391410453 6 50 "GO:0005876" "spindle microtubule" 0.981251236808661
17 0.783523167556425 2 605 "GO:0005887;GO:0031226" "intrinsic component of plasma membrane" 0.981251236808661
58 0.754345826012508 3 60 "GO:0005903" "brush border" 0.981251236808661
295 0.108260121475342 2 61 "GO:0005905" "clathrin-coated pit" 0.981251236808661
-116 0.302534311943622 2 165 "GO:0005911" "cell-cell junction" 0.981251236808661
-27 0.831262951609138 3 131 "GO:0005912;GO:0070161" "anchoring junction" 0.993089276477358
54 0.560081294952576 3 244 "GO:0005929" "cilium" 0.981251236808661
-276 0.126522717644578 3 63 "GO:0005930" "axoneme" 0.981251236808661
-49 0.592901854229122 2 253 "GO:0005938;GO:0099568" "cytoplasmic region" 0.981251236808661
12 0.935247183691117 6 103 "GO:0008021;GO:0070382" "synaptic vesicle" 0.993089276477358
123 0.353948265360186 2 117 "GO:0009897" "external side of plasma membrane" 0.981251236808661
306 0.0808466681041719 2 67 "GO:0009898;GO:0098562" "cytoplasmic side of membrane" 0.981251236808661
89 0.311993177716041 2 279 "GO:0009986" "cell surface" 0.981251236808661
49 0.625375231121456 4 206 "GO:0010008;GO:0044440" "endosomal part" 0.981251236808661
64 0.506046956305477 2 228 "GO:0012506;GO:0030659" "vesicle membrane" 0.981251236808661
140 0.381840746454417 3 80 "GO:0014069;GO:0099572" "postsynaptic density" 0.981251236808661
