name	term	lev	seq	value
"cell cortex part"	GO:0044448	2	Amillepora18248	1.4488571896958828
"cell cortex part"	GO:0044448	2	Amillepora26297	1.3257928975492448
"cell cortex part"	GO:0044448	2	Amillepora26529	0.07279466823917737
"cell cortex part"	GO:0044448	2	Amillepora26565	0.15988544108947977
"cell cortex part"	GO:0044448	2	Amillepora27355	0.2961869961298664
"cell cortex part"	GO:0044448	2	Amillepora12966	0.48837059121687465
"cell cortex part"	GO:0044448	2	Amillepora14025	3.723236603644487
"cell cortex part"	GO:0044448	2	Amillepora14091	0.7615279622491598
"cell cortex part"	GO:0044448	2	Amillepora14161	1.255401486839607
"cell cortex part"	GO:0044448	2	Amillepora14887	0.061127891041000915
"cell cortex part"	GO:0044448	2	Amillepora16111	0.11167029337291573
"cell cortex part"	GO:0044448	2	Amillepora16191	0.03264165782016523
"cell cortex part"	GO:0044448	2	Amillepora16226	0.2712773138294714
"cell cortex part"	GO:0044448	2	Amillepora16584	0.23560809421939063
"cell cortex part"	GO:0044448	2	Amillepora16604	0.23902093095927154
"cell cortex part"	GO:0044448	2	Amillepora16624	0.20976650899856208
"cell cortex part"	GO:0044448	2	Amillepora25004	0.13330609916672947
"cell cortex part"	GO:0044448	2	Amillepora25240	0.27896079480329083
"cell cortex part"	GO:0044448	2	Amillepora00122	0.03161859448630187
"cell cortex part"	GO:0044448	2	Amillepora00743	1.3090911622378163
"cell cortex part"	GO:0044448	2	Amillepora01087	0.16804547220178848
"cell cortex part"	GO:0044448	2	Amillepora01150	0.221621413369355
"cell cortex part"	GO:0044448	2	Amillepora01763	1.4439415564308637
"cell cortex part"	GO:0044448	2	Amillepora02494	0.14227953597879414
"cell cortex part"	GO:0044448	2	Amillepora03428	0.025062614260941724
"cell cortex part"	GO:0044448	2	Amillepora04471	1.0001326017339671
"cell cortex part"	GO:0044448	2	Amillepora04485	2.333723307006159
"cell cortex part"	GO:0044448	2	Amillepora04897	0.01998993190500728
"cell cortex part"	GO:0044448	2	Amillepora05917	0.10695622149373515
"cell cortex part"	GO:0044448	2	Amillepora05934	0.6927371402167025
"cell cortex part"	GO:0044448	2	Amillepora06133	0.20176274719838297
"cell cortex part"	GO:0044448	2	Amillepora21911	0.055016561982927606
"cell cortex part"	GO:0044448	2	Amillepora22151	0.18129266599118044
"cell cortex part"	GO:0044448	2	Amillepora22157	0.742216392961437
"cell cortex part"	GO:0044448	2	Amillepora22271	0.5799580111760725
"cell cortex part"	GO:0044448	2	Amillepora22289	0.5010005095504744
"cell cortex part"	GO:0044448	2	Amillepora22491	0.39246347787654684
"cell cortex part"	GO:0044448	2	Amillepora22517	0.8811191795489889
"cell cortex part"	GO:0044448	2	Amillepora22839	0.1877335734904396
"cell cortex part"	GO:0044448	2	Amillepora23280	0.6384439392838898
"cell cortex part"	GO:0044448	2	Amillepora09079	0.33876437432382933
"cell cortex part"	GO:0044448	2	Amillepora09932	0.12568551932511007
"cell cortex part"	GO:0044448	2	Amillepora10159	0.949765208682388
"cell cortex part"	GO:0044448	2	Amillepora10695	0.6227984795173458
"cell cortex part"	GO:0044448	2	Amillepora10757	8.156180555488183
"cell cortex part"	GO:0044448	2	Amillepora06881	1.4981891707817223
"cell cortex part"	GO:0044448	2	Amillepora07304	0.007112539638229067
"cell cortex part"	GO:0044448	2	Amillepora07597	0.4625420397003467
"cell cortex part"	GO:0044448	2	Amillepora07650	0.0436554853217449
"cell cortex part"	GO:0044448	2	Amillepora08296	0.04485412725051654
"cell cortex part"	GO:0044448	2	Amillepora08375	0.2552634234965137
"cell cortex part"	GO:0044448	2	Amillepora08453	0.11530001132649975
"cell cortex part"	GO:0044448	2	Amillepora18885	0.0251364575999187
"cell cortex part"	GO:0044448	2	Amillepora19151	3.048810277688285
"cell cortex part"	GO:0044448	2	Amillepora19790	1.697511783254921
"cell cortex part"	GO:0044448	2	Amillepora12424	0.17240585754654852
"cell cortex part"	GO:0044448	2	Amillepora12898	1.1982257304421944
"cell cortex part"	GO:0044448	2	Amillepora23674	1.0233336663576313
"cell cortex part"	GO:0044448	2	Amillepora23696	0.0685422944474686
"cell cortex part"	GO:0044448	2	Amillepora24374	4.459492022493635
"cell cortex part"	GO:0044448	2	Amillepora20399	0.7727168265341341
"cell cortex part"	GO:0044448	2	Amillepora20780	0.2672810894733873
"cell cortex part"	GO:0044448	2	Amillepora21604	0.33979727206904
"cell cortex part"	GO:0044448	2	Amillepora27935	0.8818381436423091
"cell cortex part"	GO:0044448	2	Amillepora28679	0.9558925379629309
"cell cortex part"	GO:0044448	2	Amillepora28731	0.08237718579372956
"cell cortex part"	GO:0044448	2	Amillepora29848	1.3106020273646928
"cell cortex part"	GO:0044448	2	Amillepora30126	0.13408673495774054
"cell cortex part"	GO:0044448	2	Amillepora32109	0.31845517080244345
"cell cortex part"	GO:0044448	2	Amillepora37765	0.08902615903436582
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora16937	1.6492954679258038
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora16939	0.9312358567059491
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora16936	0.19681525535757904
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora16952	0.3202487544051094
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora16992	1.2519245500989908
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora17833	0.8421425023733585
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora17835	0.36988748043451025
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora17840	0.9467789808602566
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora17843	0.05683199601662547
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora18134	0.12196626592575557
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora18154	0.4944665556038772
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora26528	0.1136139515459621
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora26593	0.38553200076378785
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora27210	0.40558050966191334
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora27215	0.3243754744519762
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora12935	0.26460002607303584
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora12952	0.4315798028678203
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora12941	0.4145220299228386
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora13053	0.7439104534479315
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora13183	0.29968895999138484
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora14140	0.2521313019100646
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora14429	0.3697805454874819
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora14606	-0
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora14624	0.09469821578652969
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora14625	0.7394487883017812
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora14641	0.4488977331440256
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora14705	0.17119027782894358
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora14751	0.22299751605708987
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora14745	0.06486501583123876
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora14779	0.042417050389899326
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora15172	1.1465574351290484
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora15219	0.1504938832423336
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora15292	0.3231676752308852
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora15378	3.4834710326256606
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora15393	0.07866272774406749
"nuclear chromosome"	GO:0000228;GO:0044454	3	Amillepora15511	0.59306849878068435
