name	term	lev	seq	value
"platelet-derived growth factor binding"	GO:0048407	4	Amillepora15502	0.4645277985316512
"platelet-derived growth factor binding"	GO:0048407	4	Amillepora06841	0.7706443916738381
"platelet-derived growth factor binding"	GO:0048407	4	Amillepora06840	0.01934412550660067
"platelet-derived growth factor binding"	GO:0048407	4	Amillepora12489	0.8066785108237914
"platelet-derived growth factor binding"	GO:0048407	4	Amillepora23716	0.11551806329996257
"platelet-derived growth factor binding"	GO:0048407	4	Amillepora23748	0.010495581744096566
"potassium channel regulator activity"	GO:0015459	4	Amillepora16986	0.7357998847870674
"potassium channel regulator activity"	GO:0015459	4	Amillepora18169	0.5076129175784622
"potassium channel regulator activity"	GO:0015459	4	Amillepora18172	0.9357066906191251
"potassium channel regulator activity"	GO:0015459	4	Amillepora13215	1.145890133694471
"potassium channel regulator activity"	GO:0015459	4	Amillepora14323	0.4670816902272945
"potassium channel regulator activity"	GO:0015459	4	Amillepora15348	0.3017923902373998
"potassium channel regulator activity"	GO:0015459	4	Amillepora15354	2.077320523807431
"potassium channel regulator activity"	GO:0015459	4	Amillepora24981	0.09369179359723344
"potassium channel regulator activity"	GO:0015459	4	Amillepora01302	0.7396152287776604
"potassium channel regulator activity"	GO:0015459	4	Amillepora02021	0.5008951768470856
"potassium channel regulator activity"	GO:0015459	4	Amillepora03355	0.5055149860607168
"potassium channel regulator activity"	GO:0015459	4	Amillepora18885	0.0251364575999187
"potassium channel regulator activity"	GO:0015459	4	Amillepora23940	0.03554529921599836
"endoribonuclease activity"	GO:0004521	4	Amillepora27542	0.40734519900486743
"endoribonuclease activity"	GO:0004521	4	Amillepora27552	0.4207470611010478
"endoribonuclease activity"	GO:0004521	4	Amillepora13090	0.6512814743036438
"endoribonuclease activity"	GO:0004521	4	Amillepora14310	0.1480801308691809
"endoribonuclease activity"	GO:0004521	4	Amillepora14766	0.038774544053922014
"endoribonuclease activity"	GO:0004521	4	Amillepora14765	1.0145596933400254
"endoribonuclease activity"	GO:0004521	4	Amillepora15466	0.41309768449720935
"endoribonuclease activity"	GO:0004521	4	Amillepora15547	0.11296444731728919
"endoribonuclease activity"	GO:0004521	4	Amillepora06120	0.5470830998246707
"endoribonuclease activity"	GO:0004521	4	Amillepora21922	0.4306264335198272
"endoribonuclease activity"	GO:0004521	4	Amillepora22399	1.2571482564535423
"endoribonuclease activity"	GO:0004521	4	Amillepora23275	0.766595803072378
