name	term	lev	seq	value
"calcium-transporting ATPase activity"	GO:0005388	2	Amillepora25018	0.838412688430359
"calcium-transporting ATPase activity"	GO:0005388	2	Amillepora22287	-0.142943264769691
"calcium-transporting ATPase activity"	GO:0005388	2	Amillepora07100	0.125105286594077
"calcium-transporting ATPase activity"	GO:0005388	2	Amillepora07097	-0.30176504630616
"calcium-transporting ATPase activity"	GO:0005388	2	Amillepora07096	0.0333849497120318
"calcium-transporting ATPase activity"	GO:0005388	2	Amillepora28815	0.0887634403814039
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora15145	0.0930820999949574
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora15326	-0.0798898665557859
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora16692	-3.00180630592809
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora25389	0.0587461660231994
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora01382	0.241605989654028
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora03401	-0.0809016095458774
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora03395	-0.256177436065
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora03398	-0.714361782751939
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora03402	0.134844362785072
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora03448	-0.191473723385791
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora03454	-0.285564823895306
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora05194	-0.35847173933087
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora06721	0.834508680299965
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora07528	-0.258021641651659
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora23686	0.11983448787547
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora20525	0.0999545680760642
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora20527	0.531379085564431
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora20526	-0.636292649947647
"retinol dehydrogenase activity"	GO:0004745	5	Amillepora21406	-0.615427477979037
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora24920	0.0537353160653817
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora25281	0.11858202818591
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora25392	-0.319011871748106
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora01495	0.0407582314736855
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora01493	0.335373841139142
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora01526	0.0375990931666848
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora01528	-0.20008108627855
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora23343	-0.174646124660425
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora23451	-0.224057907088637
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora12505	0.0385317350181009
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora12867	0.281872587105573
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora29638	-0.450283493098269
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora32175	0.0440342579099698
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora32588	-0.0899239485818601
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora33571	-0.011239848834372
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora33586	-0.441571708266843
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora35346	0.0631911756549466
"fatty acid derivative binding"	GO:0000062;GO:1901567	2	Amillepora10664	0.0849191728082743
"Y-form DNA binding"	GO:0000403	2	Amillepora16808	0.151779268175167
"Y-form DNA binding"	GO:0000403	2	Amillepora15143	-0.672618685092647
"Y-form DNA binding"	GO:0000403	2	Amillepora02526	0.430536364009544
"Y-form DNA binding"	GO:0000403	2	Amillepora02861	-0.0447608529765749
"Y-form DNA binding"	GO:0000403	2	Amillepora05065	0.689772719095111
"Y-form DNA binding"	GO:0000403	2	Amillepora20272	-0.432540827119263
"toxin transmembrane transporter activity"	GO:0019534	2	Amillepora13244	0.267338750918094
"toxin transmembrane transporter activity"	GO:0019534	2	Amillepora24980	-0.590921059833419
"toxin transmembrane transporter activity"	GO:0019534	2	Amillepora04844	-0.397945282032914
"toxin transmembrane transporter activity"	GO:0019534	2	Amillepora04843	-0.183805235720142
"toxin transmembrane transporter activity"	GO:0019534	2	Amillepora18735	-0.147184550649111
"toxin transmembrane transporter activity"	GO:0019534	2	Amillepora19600	-0.0226369832959602
"toxin transmembrane transporter activity"	GO:0019534	2	Amillepora23524	0.00157410326801188
"toxin transmembrane transporter activity"	GO:0019534	2	Amillepora20553	0.0648556848678472
"toxin transmembrane transporter activity"	GO:0019534	2	Amillepora29075	0.119288659862584
"toxin transmembrane transporter activity"	GO:0019534	2	Amillepora29085	0.468151775126887
"chloride transmembrane transporter activity"	GO:0015108	2	Amillepora27355	-0.0800339488711248
"chloride transmembrane transporter activity"	GO:0015108	2	Amillepora27566	0.628061950020039
